Source Link,Date  of adding Lead,Business Name,Location,Description of Business Operations,Asking Price,Revenue,Cash Flow or EBITDA,FF&E value,Real Estate information (if available),Calculated Profit Margin,Estimated Payback Period,Master Score ,SBA ,,Worker
https://www.bizbuysell.com/Business-Opportunity/established-salvage-yard-with-inventory/2309947/,,Established Salvage yard with inventory,"Grand Prairie, TX","A business that's ready to operate immediately after purchase, requiring minimal effort from the new owner. Well established salvage yard with full inventory in the DFW area of Texas! Excellent location in busy, well known area where salvage yard has been in continuous business for 15 years. Sale will include forklift, Security camera system along with other equipment. Sizeable 3 acre lot and coved warehouse approximately 5000sq ft. warehouse with great potential for expansion through online sales .972-510-8173",$245000,,$150000,,,,1.63,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/chinese-and-italian-restaurant-w-full-svc-bar/2330908/,,Chinese & Italian Restaurant w/ Full Svc Bar,"Bexar County, TX","LISTING ID # 35873

The owner started this business which has been open and operational for the last 26 plus years. It is equipped with two separate, full service kitchens for Chinese & Italian cuisine. The kitchen operation could easily be expanded to include a bakery. This business has a great location with dine-in that has a separate pub adjacent to the dining area. They offer pickup and delivery services. They distribute their menus at many local hotels and businesses to which they make deliveries. They do 8% alcohol sales, 57% delivery, and 35% dine in. Excellent financials are in place. Ideal buyer would be a family of owner / operators. Owner financing will be considered for the right buyer. Call the listing broker, to learn more today.",$250000,$576085,$117918,"$156,000",,20.47,2.12,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/b2b-wholesale-automotive-fasteners-distribution-in-dfw/2283415/,,B2B Wholesale Automotive Fasteners Distribution in DFW!,"Irving, TX","Established in 2018 and based in the Dallas/Fort Worth Metroplex, this business specializes in wholesale distribution of clips, bolts, screws, and electrical supplies, primarily serving the automotive collision sector. With a strong reputation for excellence in the fastener market, the company supplies over 100 B2B clients in the DFW area. Note that this business has been SBA pre-approved.

Sunbelt Dallas Metro and Bill Nicholson present an outstanding opportunity to acquire this well-established wholesale parts distribution company. With consistent cash flow and ample growth potential through securing additional accounts in the DFW region and beyond, this business is primed for expansion. Known for its resilience in economic downturns, the company is highly regarded for its exceptional customer service and competitive pricing. Generating over $620K in annual revenue, largely through word-of-mouth, the company is poised for further growth as the DFW population increases, driving up demand for automotive collision products.

A new owner with fresh energy and marketing strategies could significantly scale the business. Plus, the sale includes a nearly new Mercedes Benz van with just 5,000 miles on the odometer!

Don’t miss this chance to own a thriving B2B wholesale distribution business with a solid financial base and considerable growth potential. For more confidential information, please complete the contact form, and you will promptly receive a non-disclosure agreement (NDA) for electronic signature. Act now to capitalize on this exciting opportunity!",$484000,$624000,$187000,"$130,000",,29.97,2.59,,Yes,,Aleem
https://www.bizbuysell.com/Business-Opportunity/full-service-print-sign-promotional-products-company/2282684/,,"Full Service Print, Sign, Promotional Products Company","Cameron County, TX","Business Opportunity: Full-Service Graphics Communications Digital Printing Company in business since 1984. The owner is retiring. Excellent opportunity to own a well run, efficient and successful Print and Marketing Company specializing in offering a wide range of print and digital marketing solutions.
Overview: This well-established graphics communications company offers a comprehensive range of services, including design, digital print, signs, mailing services, finishing, promotional products, and apparel. Serving small and medium-sized businesses, the medical industry, as well as nonprofit organizations, serving customers statewide and nationally. Additionally, the business is part of a franchise network, offering a wide variety of consulting and support options.
Key Highlights:
• Reputation & Experience: With a long history of exceptional service, the company enjoys a solid reputation and benefits from a team of experienced, tenured employees.
• Operational Hours: The business operates Monday through Friday, from 8:00 a.m. to 5:00 p.m., with one shift per day.
• Financial Performance: The company boasts exceptional success, a diverse customer base, strong cash flow, and long-term client relationships.
• Transition Support: The current owner will aid with a smooth transition by providing coaching, consulting, and introductions to key customers and vendors. The exact duration of support will be decided at the time of sale.
• Growth Potential: Buyers can expand sales and marketing solutions by continuing to specialize in physical and digital solutions. Providing products and services such as full color digital printing, design, signage and wide format, mailing services, promotional products and apparel offer full services to their customers. Internal marketing efforts through website optimization, PPC, Google Business Profile, and social media advertise showcase services and products to the marketplace. Sales efforts through a consultative approach position the business as a marketing solutions provider to their customers.
Inclusions:
• All inventory and FF&E (Furniture, Fixtures, and Equipment) are included in the sale. A detailed equipment list will be provided to qualified buyers.
Buyer Requirements:
• Financial Capability: Prospective buyers must prove solid credit and secure financing to make a competitive cash offer.
• Franchise Requirements: Buyers must complete a franchise application for franchisee approval and review the Franchise Disclosure Document (FDD). Legal counsel is recommended for reviewing the FDD and other sale documentation provided by the seller.
Expansion Opportunities:
• The business is well-positioned for growth through enhanced sales and marketing efforts, including expanded digital presence and geographic outreach.",$690000,$1108993,$286002,"$85,000",,25.79,2.41,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/iconic-horseback-riding-business-with-36-years-of-success/2330804/,,Iconic Horseback Riding Business with 36+ Years of Success,"Cameron County, TX","For over 36 years, this beachfront horseback riding business has been offering unforgettable experiences for horse lovers and adventure seekers alike. Nestled along a pristine, breathtaking coastline, this established operation provides guided rides through stunning, scenic landscapes with the ocean breeze and waves as the perfect backdrop. With a loyal customer base and a stellar reputation, it’s the ideal turn-key business for someone ready to take the reins of a well-established, profitable venture. The horses are well-trained and the facilities are top-notch, ensuring a smooth transition for a new owner looking to continue this legacy of success.

This rare opportunity includes everything you need to continue the tradition: well-maintained horses, equipment, a prime beachfront location, and a team of experienced staff passionate about providing top-quality service. The business enjoys a strong online presence and repeat clientele, and it’s positioned for continued growth. Whether you’re an experienced equestrian or someone looking to own a unique business in a thriving tourist destination, this is a once-in-a-lifetime chance to own a piece of paradise. Don’t miss out on your chance to step into a beloved and profitable business that's been bringing joy to riders for over three decades!",,,$1000000,,,,0,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/turnkey-cbd-and-tobacco-store-for-sale-in-prime-plano-location/2330800/,,Turnkey CBD & Tobacco Store For Sale In Prime Plano Location!,"Plano, TX","Established and thriving CBD & Tobacco retail store available in the heart of Plano, Texas. This profitable business has shown consistent growth since its inception in July 2023 and continues to expand its loyal customer base.

Located in a high-traffic retail center with excellent visibility, the store benefits from prime positioning and extended operating hours to maximize revenue potential.

The business operates semi-absentee with a reliable team of trained staff in place. Current owner has developed efficient systems and processes, making this an ideal opportunity for an investor looking for a hands-off retail operation or an owner-operator seeking to take the business to the next level.

With strong monthly profits and numerous untapped growth opportunities, this turnkey operation presents an excellent investment in one of DFW’s most dynamic retail markets. The store features attractive modern fixtures, and a well-established brand presence in the community.

The current lease offers favorable terms with renewal options available, providing long-term stability for the new owner. Don’t miss this rare opportunity to acquire a profitable, well-positioned retail business in a thriving market.

Serious inquiries only. Financials and additional details are available to qualified buyers upon signing an NDA.",,$412000,$177000,"$21,800",,42.96,0,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/environmental-consulting-firm/2238341/,,Environmental Consulting Firm,"Dallas, TX","This business is an established full-service environmental consulting firm specializing in delivering a broad range of services across various sectors. The Company provides services nationwide, but primarily focuses on Texas, Oklahoma, Louisiana, and the southeastern U.S. The firm serves a variety of clients, including Fortune 500 companies in industries such as wireless telecommunications, banking, real estate, architectural and engineering firms.

.Business Highlights
• Current nationwide contracts with the two largest cellular phone carriers
• Well-established business with long-term customers and recurring revenue streams
• Focused on high-growth and diverse industries driven by strong demand
• Technically proficient and highly loyal staff with over 36 years combined experience
• Relatively small size provides a competitive advantage vs. peers
• Low fixed costs produce superior operating margins
• Minimal marketing costs due to significant repeat and referral business

Known for its quality and innovative solutions, the company has built a strong reputation and assembled a highly skilled team. Its emphasis on long-term client relationships has resulted in a significant amount of recurring revenue, positioning it as an outstanding acquisition opportunity.

Ownership would consider a variety of deal structures in order to facilitate a transaction.",$500000,,$171000,,,,2.92,,No,,Aleem
New York,,,,,,,,,,,,,,,
https://www.bizbuysell.com/Business-Opportunity/established-day-care-facility/2330930/,,Established Day Care Facility,"Bronx County, NY","LISTING ID # 35217

Long Established (25 years) Bronx daycare center. Located on the main road. Open 7:30am to 5:30pm. Two licenses issued; Infant toddler licensed for 5 children, preschool licensed for 25 children. It has 3 large 400 sq. ft. rooms, 1560 sq. ft. plus 216 sq. ft. backyard for play. Most of the tuition is paid for by ACS vouchers. Overseen by NYC Dept. of Health and Office of Children and Family Services. Monthly gross pre-covid was over $26k per month for the full capacity of 29 children. Now 16 children and growing, 3 years left on lease but the landlord will extend the lease. Dedicated local staff will stay. Absentee owners take a $60k per year salary. Director makes $45k per year but she will not stay. A buyer/owner/operator will net a total of $105,000 plus. Seller seeks an owner operator as buyer. Proof of funds is required for a call or meeting with the owner. To learn more please contact the broker.",$400000,$232000,$105000,"$75,000",,45.26,3.81,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/20-000-sf-gym-in-queens/2321383/,,"20,000+ SF Gym in Queens","Queens County, NY","A profitable, boutique gym is now available for sale in Queens County, NY. Located in a prime area with strong demographics and high population density, this gym has established a solid reputation in the community. Currently owned by two sisters who manage the business remotely with minimal onsite presence, it offers an excellent opportunity for a new owner to take advantage of its success while maintaining operational flexibility. There is also space that is underutilized, and offices sitting empty, that could be ideal sublease space for Physical Therapy, Chiropractor, Nutritionist, etc. There are multiple studio rooms, a juice bar, sauna, plenty of parking, and great clientele. There is NO MARKETING currently in place and there is over $125,000 per month in EFT revenue. Nothing is broken at $540,000+ in owners’ benefit, and almost 2,500 members. There is so much opportunity for an experienced gym operator to grow this business and take advantage of missed opportunities. If you are looking for a successful gym, with tremendous growth potential and strong earnings, call about listing 15430.",$1400000,$2000000,$540000,"$1,000,000",,27,2.59,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/established-neurology-and-pain-management-practice-in-brooklyn-ny/2330705/,,"Established  Neurology and Pain Management practice in Brooklyn, NY","Brooklyn, NY","-Established in 1996 , this thriving Neurology/Pain Management Practice is a rare opportunity for a new or expanding neurologist!
- Hospitals and Private Multispecialty Groups are also welcome to expand their service!
- EMR with 38000 patients records for the past 14 years
- The founder/ owner is looking for retirement and the last year decreased office hours to part-time
- Huge Growth Potential – currently a 2-day workweek generates strong revenue, full-time operation can bring in $1.3M+ annually.
- Conveniently located near the subway and bus stops in South Brooklyn.
- Custom-made furniture, spacious waiting area (15 patients), 3 exam rooms, 2 testing rooms, a conference room, billing room, C-arm fluoroscopic suite, kitchen area, private bathroom/shower
- Advanced Diagnostic Equipment: EEG, EMG, SSEP, VNG, ANS, C-arm X-ray, Visual field Humphrey analyzer, Audiograph, portable Musculo-skeletal ultrasound machine.
- Experienced biller/bookkeeper, secretaries, neuro technician, medical assistant are willing to stay
- For potential buyers: visiting the office requires ND agreement and proof of funds.",$599000,,$270000,"$80,000","$1,200,000*",,2.22,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/bronx-ny-allstate-agency-available/2281769/,,"Bronx, NY Allstate Agency Available!","New City, NY","This $3.8 million Established Allstate Agency in The Bronx, NY is a perfect entry level business for someone interested in purchasing one of the best small business opportunities in America with the most recognized name in the industry, Allstate! It boast excellent Retention Economics at 91% due to the preferred Auto, Home, Renters and Condo customer base. Profitability is also stellar at 31%. The Agency is staffed with two experienced licensed sales professionals who will transition with the sale. The overhead is low, as this is a virtual office with rent coming in at only $400 per month.",$768600,$376000,$209800,,,55.8,3.66,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/thriving-pet-supply-business-in-central-ny/2330253/,,Thriving Pet Supply Business in Central NY,"Manlius, NY","Are you an animal lover with an entrepreneurial spirit? Here’s your chance to own a successful and established pet supply business with everything you need to start making money from day one!

Why This Business?
? Proven Success: Established customer base and steady revenue stream.
? High Demand: Pets are a booming market, and demand for quality pet supplies continues to grow.
? Turnkey Operation: Ready-to-run with inventory, suppliers, and well-organized operations already in place.
? Prime Location with potential to add E-Commerce: A thriving physical store in a pet-friendly community with E-Commerce fresh food delivery possibilities.
? Great Growth Potential: Expand product offerings, services, or even offer pet grooming and training.

What's Included?
Inventory of top-quality pet food, toys, grooming products, and accessories.
A loyal, repeat customer base.
Website, social media, and marketing materials.
Comprehensive training and full transition support to ensure a smooth takeover.

If you’re passionate about pets and want to own a business with plenty of potential, this is the perfect opportunity!",$775000,$1075000,$280000,"$50,000",,26.05,2.77,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/25-year-dumpster-rental-and-recycling-company-for-sale/2330131/,,25 Year Dumpster Rental & Recycling Company For Sale,"Saratoga County, NY","Newly available-

Waste management firm serving the greater Capital District of New York State for the past 25 years. The company operates waste trucks picking up and disposing of residential, commercial, and office waste.

The business includes 10 trucks, 2 trailers, and 85 containers.

The company serves the counties of Albany, Rennselaer, Schenectady, Saratoga, Warren, Washington and Fulton.

The company has beautifully established Google Business Profile. The company also has very strong organic search/SEO presence.",$800000,$750000,$160000,,,21.33,5,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/restaurant-with-real-estate-lake-george/2327094/,,Restaurant with Real Estate – Lake George,"Lake George, NY","Seize the rare opportunity to own a legendary restaurant with a remarkable 70-year history of continuous family ownership in Lake George, New York. This free-standing property boasts a stunning main dining room, a terrace dining area, a cozy bar, and a state-of-the-art kitchen equipped with impeccably maintained stainless-steel appliances.

Mario’s is a cherished icon, adored by locals and visitors year-round. Situated on a spacious .41-acre lot, the property includes ample parking, a full dry basement with extensive storage, refrigeration, and an on-site commercial laundry facility for linens and uniforms. Additionally, the second floor features a spacious three-bedroom owner’s apartment and office, offering both convenience and comfort.

With a solid track record of success and impressive financials, Mario’s still holds untapped potential. A fresh approach to the menu and décor could elevate this already thriving business to new heights. The retiring owners have lovingly operated this iconic restaurant for generations, making this an exceptional opportunity to carry on their legacy and bring your vision to life.

Please do not approach the staff - contact listing broker for showings.

FACILITY: Freestanding building
PARKING: 21 dedicated spots
EQUIPMENT: The equipment is in excellent condition and has been well maintained.
CONCEPT: Italian Restaurant
SIZE: 5,630 square ft. building; 17,859 total sq.ft.
SEATS: 160-person capacity
HOURS: Open Thursday-Monday at 4p
LICENSES: Full Liquor License
SALES: $1,200,000 in 2024
CASH FLOW: $262,360 SDE

ASKING PRICE: $1,925,000 (For the Business & Real Estate)",$1925000,$1200000,$262360,,,21.86,7.34,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/queens-dental-practice-in-biz-since-1986/2255259/,,Queens Dental Practice In Biz Since 1986,"Queens County, NY","Well established Queens dentist has chosen to sell his business as he eases in to retirement. In business over 38 years. Located in a 1,200 sf office in upscale neighborhood with low and favorable rent. The practice has 4 operatories and updated equipment. Major insurances accepted. This growing practice has well over 6,500 active patients that come from Queens, Manhattan, and Long Island. The dentist will stay on for 36 months post transaction. Contact Moxie Today!",$1100000,$1213000,$457000,,,37.68,2.41,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/new-to-market-bi-level-15-000-sf-franchise-fitness-gym-club/2229620/,,"New to Market! Bi-level 15,000 sf Franchise Fitness/Gym Club","Queens County, NY","MOX Advisors Exclusive!! 15,000 sf franchise gym with two floors for sale in heavy traffic area in NY. The club has been growing their bottom line since Covid and is in a position to go to the next level with the right operator. The club has a steady 2800-2900 active members and pre-Covid 2019 it had over 4000. The owner invested over $1.5m in the build-out. The equipment is worth $500k. The club also features smoothie bar, personal training, pro shop, yoga, and massage. Let's Make a Deal on this opportunity!! NDA and Proof of Funds required. There is a franchise fee, and approval process with the franchise. SBA financing is available with as little as 10% down payment for qualified buyers. Contact Moxie today for more info.",$2100000,,$625000,"$500,000",,,3.36,,Yes,,Aleem
https://www.bizbuysell.com/Business-Opportunity/profitable-cake-bakery-business-for-sale-in-maspeth/2329846/,,Profitable Cake Bakery Business For Sale in Maspeth!,"Queens, NY","Profitable Bakery Business is For Sale on Fresh Pond Rd in Maspeth!

""A Love For Cakes"" business is located at 60-16 Fresh Pond Rd, Maspeth, NY 11378.
The features include:
- Current Commercial Space Rent: $2,578/mo with 3% yearly increases.
- 3 years left on an existing lease. Landlord is open to extend.
- Gross revenue for the last year (2024) was $215,000 (credit card sales) and $25,000 (cash sales).
- Equipment that is included in the sale: Reach in fridge and freezer, 2 Hobart mixers, 2 Kitchen Aids, tables and lots of shelving for storage.
- Asking price: $75,000

This is a great opportunity to operate your own bakery!
Call TODAY to schedule a showing and get more details!

*Disclaimer: All Information provided is deemed reliable but is not guaranteed and should be independently verified.",$75000,$240000,$200000,,,83.33,0.38,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/high-margin-boutique-recruitment-firm-with-nyc-presence/2329844/,,High-Margin Boutique Recruitment Firm With NYC Presence,"New York, NY","Founded in 2013 in New York City, the company is a boutique recruitment agency specializing in providing tailored staffing solutions across various industries. With over 12 years of staffing experience, the company has developed an extensive network of candidates, enabling it to meet diverse client needs effectively.

The company is fully owned by the seller, who is seeking to divest up to 100% of her equity stake. The seller is open to remaining involved for up to six months to ensure a smooth transition before fully exiting.

The company has two dedicated team members who work remotely, along with an additional 2-4 team members engaged on a project basis.

Confidentiality is a concern for the Seller as she seeks just the right buyer. Business location and name will be shared once a qualified Buyer prospect is vetted.

NDA required to receive comprehensive Confidential Information Memorandum (CIM) crafted by ProNova Partners.",,$488958,$303186,,,62.01,0,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/niche-restaurant-for-sale-in-new-york/2329813/,,Niche Restaurant for Sale in New York,"Nassau County, NY","LISTING ID # 36473

This 2,700 sq. ft. niche branded restaurant, located in an extremely desirable town with fantastic visibility, has been successfully operating for 30 years. It offers both eat-in and takeout options and is well-known for its busy atmosphere and unique concept. The business is fully staffed, and the current owner only works 15 hours per week, making it an excellent opportunity for a hands-on buyer to increase sales and explore expansion into additional locations or even future franchising. The seller is willing to hold a substantial note for the right buyer, and may also consider a qualified working partner for 50% ownership at $275,000, with $175,000 down. Don't miss this rare opportunity to own a thriving business in a prime location.",$395000,$700000,$185000,"$150,000",,26.43,2.14,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/bbq-restaurant-short-hours-sw-nassau/2327447/,,BBQ Restaurant Short hours SW Nassau,"Nassau County, NY",Located in Southwest Nassau County it services the customers of a local Brewery as well as the local community that have come to this location for the last 4 1/2 years. Preparing specialty bbq Brisket/Ribs/pulled pork and other finger foods that have been very much enjoyed by its faithful patrons. short hours and a steady flow of customers and catering orders keep things moving and the day goes by fast. Owner has other business interests but will help new owner transition smoothly to be successful from day one. Great for retired person or anyone who has had interest in entering the food or restaurant business. a lot of potential to increase revenue if desired.,$125000,$250000,$125000,,,50,1,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/great-business-for-personal-trainer-or-group-fitness-instructor/2301446/,,Great Business for Personal Trainer or Group Fitness Instructor,"Westchester County, NY","High Intensity Fitness Center
- Owner selling due to health reasons and retirement
- Phased buyout and partnership is also a possibility
- Seller willing to stay on in transition.
- Financing options from seller and banks.
- More than 80+ EFTs a month and some Paid in Fulls.

NOTES: Numbers Projected in P&L are averaging what the seller thinks the business could do in a little time with short term growth. Seller has had other such businesses. Believes one can make between 100k-200k a year.",$175000,$351750,$145000,,,41.22,1.21,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/organic-color-bar-available-eastern-nassau-county/2264136/,,Organic Color Bar available Eastern Nassau County,"Nassau County, NY","This well run and profitable business was started in 2019 to address the needs of clients who would like to use natural and organic products. Owner is relocating but will stay for whatever time is necessary for an easy transition. A very favorable lease and rent are in place. The current owner is working only 3 days so plenty of room for additional business. Do not wait on this great opportunity.
The business was founded in 2019 after dealing with an Autoimmune Disease the owner decided to start a salon that offers non toxic products
Current owner has only worked 3 days as she lives in another state. there is plenty of room for growth.
Not many competitors in this space. They use only organic products.",$124990,$200000,$125000,"$30,000",,62.5,1,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/a-successful-and-thriving-dental-practice/2268819/,,A successful and thriving dental practice,"Brooklyn, NY","Exciting news! A successful and thriving dental practice, located in South Brooklyn, is now available for purchase. Established in 2010, this practice has built a reputation for providing exceptional dental care to the local community.
Situated in a prime location, this practice has a loyal patient base and a steady stream of new patients, providing a strong foundation for a new owner to continue building upon. There are 5 procedure rooms fully equipped with modern dental equipment and x-rays. The practice offers a full range of dental services, including preventative care, restorative dentistry, cosmetic dentistry, and more.
The current owner is relocating, making this an incredible opportunity for a new dentist to take over and continue the practice's legacy of excellence. The practice has a great potential to grow and expand. The dedicated and experienced staff is committed to helping the new owner transition into the practice seamlessly and continue providing top-notch care to patients.
As the new owner, you'll have the opportunity to grow and expand the practice, utilizing the strong patient base and reputation already established. This is an opportunity not to be missed for a dentist looking to own their own practice and make a meaningful impact in their community.
The facility is located in a medical condo building. Contact us today to learn more about this exceptional opportunity to own a successful dental practice.",$795000,$950000,$450000,,,47.37,1.77,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/very-successful-bar-for-sale/2211113/,,Very successful bar for sale,"Queens, NY",Very successful bar with heated beer-garden with roof in woodside queens . Excellent opportunity for either experienced operaters to drive on the business . Great location in the heart off woodside . Successful buyers can negotiate new lease with the landlord or take over our remaining 7 years on the lease . Must be able to show appropriate financing other wise landlord will not even entertain .,,$600000,$250000,,,41.67,0,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/supermarket-in-high-traffic-neighborhood-of-jackson-heights/2328870/,,Supermarket in high traffic neighborhood of Jackson Heights,"Jackson Heights, NY","Average weekly sales = $25,000, Potential to increase 25% higher weekly sales & more.
Supermarket is located in the heart of Jackson Heights in one of the busiest streets.
Additional income from Lotto & ATM.
Over 4,000 vehicles per day, over 2,000 foot traffic per day.
Sign NDA via docusign to receive details of the Supermarket for sale.",$425000,$1345000,$225000,,,16.73,1.89,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/established-organic-juice-bar-and-coffee-shop/2328611/,,Established Organic Juice Bar & Coffee Shop!,"Brooklyn, NY","In a prime location of Park Slope, Brooklyn
This cafe is 800~ SF with frontage on 7th Ave - steps away from Prospect Park. Branding and vendors will be passed along to new owner!

Cold Press Juices - All Natural/Organic in Glass Bottles - Made fresh Daily!
Great Instagram Following with over 3,000 followers
Small Menu Items for food such as Gluten-Free Avocado Toast, Acai Bowls and more!
Coffee Offerings and more!",$400000,$500000,$140000,"$118,000",,28,2.86,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/bmw-auto-repair/2246004/,,BMW Auto Repair,"Bohemia, NY","Turnkey Auto Repair facility Specializing in BMW cars. 10 years in business, 3 auto lifts, computerized wheel alignment machine, Computer Diagnostics, Maintenance Services, Tire Mounting and Balancing equipment, Engine Repairs and Much More. Low Rent, multiple parking spots outdoor, High ceilings, 1 owner operator. Willing to train/help new owner. Business has great internet presence as well as the great reviews to go with it. Can produce more for new owner working on foreign vehicles. All inventory and tools are included in this sale. Perfect turn key opportunity for an already existing BMW / European auto repair shop to expand their current operation and take it to the next level. Owner highly motivated. Open to all reasonable offers. Proof of funds needed first before making an appointment or answering any questions.

( Please DO NOT walk into the business without making Appt with broker )",$324999,$170000,$120000,,,70.59,2.71,,No,,Aleem
Florida,,,,,,,,,,,,,,,
https://www.bizbuysell.com/Business-Opportunity/established-diner-for-sale/2333129/,,Established Diner for Sale!,"Clay County, FL","This Popular and well-established diner in a prime, high-traffic location is now available for sale. This community favorite has been serving up delicious breakfast and lunch options for years, attracting a loyal customer base with its welcoming atmosphere and homestyle cooking. Fully equipped with a commercial kitchen, spacious dining area, and efficient operations, this is a turnkey opportunity for a new owner to step in and continue its success.

With a steady flow of regulars and new customers, this diner has strong growth potential. Opportunities for expansion include extending operating hours to offer dinner service, launching catering options, enhancing online marketing efforts, and introducing new menu offerings to attract an even wider audience. Priced competitively for a quick sale, this is an excellent investment for restaurateurs, first-time business owners, or investors looking for a profitable venture in a growing market.

The business price listed does not include inventory.

Serious inquiries only. NDA and personal financial statement are required for additional details.",$450000,$1278727,$227668,"$80,000",,17.8,1.98,,No,,Aleem
https://www.bizbuysell.com/Business-Opportunity/ebike-and-electric-scooter-brand-big-box-b2b-and-ecommerce-channels/2333078/,,eBike & Electric Scooter Brand | Big Box B2B & eCommerce Channels,"Tampa, FL","Website Closers® presents a 9-year eCommerce Brand that focuses in S-Pedelecs, a subcategory of E-Mobility and ATV that specializes in all classes of e-bikes and scooters with an established foothold on major B2B online stores. This dynamic business has cultivated strong relationships with major direct to consumer channels, including Best Buy, Walmart, Groupon, Bike Shops, QVC, Home Shopping Network and more, ensuring a steady flow of high-volume, preordered sales. 70% of Sales are preorders, allowing them to keep inventory risks low while taking full advantage of their exclusive product offerings.

This brand has positioned themselves as a leader in the e-mobility sector, combining U.S.-based expertise with cost-efficient overseas manufacturing. They currently offer a diverse product line, with e-bikes accounting for 80% of sales, followed by scooters and other kids’ mobility products. Their foldable mini e-bikes lead the charge, thanks to their competitive pricing and broad market appeal. The seller believes that a buyer with experience in supply chain management could make immediate improvements that directly impact their profits.

Key Business Metrics:
• Strong Big-Box eCommerce Ties
• AOV – B2B Up to $800,000 | DTC $700
• Low Marketing Expenses
• B2B 45% | DTC 42% Profit Margins
• Strategic Inventory Boosts Margins
• 9 Years Old Brand
• Strong Supplier Ties
• 4,600 Customer Base

A dedicated team is in place, including customer service, marketing, warehouse, and sales support, ensuring smooth daily operations. The business also uses 3PL fulfillment centers to reduce overhead costs and simplify logistics. The brand is actively developing new product categories, including a specialized 2-seater e-bike for Costco, which is expected to introduce a lucrative revenue stream. An expansion into off-price retail channels such as TJX, Burlington, and Ross offer untapped scale opportunities as well.

The DTC segment remains an area for significant growth, with planned investments in SEO, influencer marketing, and paid advertising. A potential buyer can step into a thriving business with a powerful DTC network, minimal marketing spending, and extensive room for expansion. Contact Website Closers today to learn more about how you can take this business to the next level.",$2250000,$1935801,$619664,,,32.01,3.63,,Yes,,Aleem
https://www.bizbuysell.com/Business-Opportunity/high-volume-amazing-breakfast-and-lunch-location/2333046/,,High Volume Amazing Breakfast and Lunch Location,"Volusia County, FL","Absentee Ownership Breakfast-Lunch Restaurant. Plenty of opportunity for growth, Ample parking with high traffic main road visibility, Very close to the beach This is a favorite for the locals as well as the visiting beachgoers. Fully staffed with all the standards in place. Owners ready to hand over a great business that they have built Over the 10 years
Perfect opportunity for E2 visa.
Don't let this opportunity pass you by as it won't last long, it's priced to sell quickly!

This Florida based company for sale is offered by Transworld Business Advisors, the number one business brokerage in the world. With local presence AND global marketing reach, Transworld Business Advisors provides main-street and lower middle market business owners and buyers with transaction expertise. Inquire for more details and learn how you can buy a business for as little as 10% down on qualified SBA listings or how to use creative financing options to get a deal done! Get added to our buyer list today to receive notifications as businesses with your criteria hit the market! For more information on this business for sale contact listing agent Joseph DiBartolo - (352) 999-1815. Please refer to listing #3353257953.",$325000,$490000,$100000,"$40,000",,20.41,3.25,,Yes,,Aleem
