Business Name,Website URL,Contact (General email address),Person Email,Industry,Products they sell,Worker,,,,,,,,,,,,,,,,,,,
La casa del azafrán,http://www.lacasadelazafran.es/,info@lacasadelazafran.es,,Retail,Food and Beverages,Aaron,,,,,,,,,,,,,,,,,,,
Clivis,http://www.clivis.cat/,info@clivis.cat,,Retail,"Books, Music, Soundtracks",Aaron,,,,,,,,,,,,,,,,,,,
La Pasión por la pesca,http://www.lapasionporlapesca.es/,info@lapasionporlapesca.es,,Retail,Fishing Products,Aaron,,,,,,,,,,,,,,,,,,,
TIENDA SUPERBEBÉ,http://www.tiendasuperbebe.es/,superbebesevilla@gmail.com,,Retail,Baby Products,Aaron,,,,,,,,,,,,,,,,,,,
Cuchillería Nebot,http://www.cuchillerianebot.com/,info@cuchillerianebot.com,,Retail,kitchenware,Aaron,,,,,,,,,,,,,,,,,,,
Farmatopventas,http://www.farmatopventas.es/,info@farmatopventas.es,,Retail,Medical Products,Aaron,,,,,,,,,,,,,,,,,,,
Look Coloor,http://www.lookcoloortienda.com/,info@lookcoloortienda.com,,Retail,Cosmetics,Aaron,,,,,,,,,,,,,,,,,,,
ZAPATERIAS REUNIDAS SL,http://www.calzadosdorado.com/,info@calzadosdorado.com,,Retail,Shoes,Aaron,,,,,,,,,,,,,,,,,,,
Kala Complementos,http://www.kalacomplementos.com/,admin@kalacomplementos.com,,Retail,"Apparel & Footwear, Handbags",Aaron,,,,,,,,,,,,,,,,,,,
Absoluters,http://www.absoluters.com/,info@absoluters.com,,Retail,Clothing and Fashion,Aaron,,,,,,,,,,,,,,,,,,,
Vengabox,http://www.vengabox.com/,kyle@vengabox.com,,Retail,Food And Beverages,Aaron,,,,,,,,,,,,,,,,,,,
Tecnopata,http://www.tecnopata.es/,consultas@tecnopata.es,,Retail,Bags and Masks,Aaron,,,,,,,,,,,,,,,,,,,
Basque country bike,http://www.basquecountry.bike/,info@basquecountry.bike,,Retail,Bicycles,Aaron,,,,,,,,,,,,,,,,,,,
Libreria UNED- Valencia,http://www.libreriaunedvalencia.es/,venta@libreriaunedvalencia.es,,Retail,Novels and Books,Aaron,,,,,,,,,,,,,,,,,,,
ULHAS SHOP,http://www.ulhas.es/,info@ulhas.es,,Retail,"Clothing and Fashion, Bags",Aaron,,,,,,,,,,,,,,,,,,,
Farmacia Barrau. Todos,http://www.farmaciabarrau.com/,info@farmaciacarrau.com,,Retail,Cosmetics,Aaron,,,,,,,,,,,,,,,,,,,
Wemmi Profesional,http://www.wemmiprofesional.com/,info@wemmiprofesional.com,,Retail,Cosmetics & Medical Products,Aaron,,,,,,,,,,,,,,,,,,,
EHUDENDA,http://www.ehudenda.eus/,erosketak@ehudenda.eus,,Retail,Novels and Books,Aaron,,,,,,,,,,,,,,,,,,,
Pc Ventas,http://www.pcventas.es/,info@pcventas.es,,Retail,Computer Store,Rehan,,,,,,,,,,,,,,,,,,,
ELSI Tech Together,http://www.elsi.es/,elsi@elsi.es,,Retail,Information Technology & Services,Rehan,,,,,,,,,,,,,,,,,,,
Librería Luces,http://www.librerialuces.com/,info@librerialuces.com,,Retail,Different Accessories,Rehan,,,,,,,,,,,,,,,,,,,
Mercapool,http://www.mercapool.com/,info@mercapool.com,,Retail,Building Materials,Rehan,,,,,,,,,,,,,,,,,,,
Moneces,http://www.moneces.es/,hola@moneces.es,,Retail,Food & Gifts Shop,Rehan,,,,,,,,,,,,,,,,,,,
"Álvarez, Deporte y Tiempo libre",http://www.a-alvarez.com/,web@a-alvarez.com,,Retail,Sports & Fitness,Rehan,,,,,,,,,,,,,,,,,,,
Castro Farmacias,http://www.castrofarmacias.com/,info@castrofarmacias.com,,Retail,Medical Product,Rehan,,,,,,,,,,,,,,,,,,,
nimashops.com,http://www.nimashops.com/,info@nimashops.com,,Retail,Apparel & Fashion,Rehan,,,,,,,,,,,,,,,,,,,
Surfmarket.org,http://www.surfmarket.org/,info@surfmarket.org,,Retail,Apparel & Fashion,Rehan,,,,,,,,,,,,,,,,,,,
CASAPLANTA VIGO,http://www.casaplantavigo.com/,info@casaplantavigo.com,,Retail,Home & Garden,Rehan,,,,,,,,,,,,,,,,,,,
QUE ME PONGO?,http://www.quemepongotallasgrandes.com/,comotushoponline@gmail.com,,Retail,Apparel & Fashion,Rehan,,,,,,,,,,,,,,,,,,,
Las Tijeras Mágicas,http://www.lastijerasmagicas.com/,info@lastijerasmagicas.com,,Retail,Fabric,Rehan,,,,,,,,,,,,,,,,,,,
ACTYLAB S.L.,http://www.actylab.com/,web@actylab.com,,Retail,Medical Product,Rehan,,,,,,,,,,,,,,,,,,,
El Mundo del Papel Pintado,http://www.elmundodelpapelpintado.com/,info@elmundodelpapelpintado.com,,Retail,Home and accessories,Rehan,,,,,,,,,,,,,,,,,,,
Lencería Clarita,http://www.lenceriaclarita.com/,info@lenceriaclarita.com,,Retail,Apparel & Fashion,Rehan,,,,,,,,,,,,,,,,,,,
Mercería Botton,http://www.merceriabotton.es/,info@merceriabotton.es,,Retail,Arts & Crafts,Abdullah,,,,,,,,,,,,,,,,,,,
El Rocio,http://www.elrocio.es/,consultas@elrocio.es,,Retail,flamenco dance dresses,Abdullah,,,,,,,,,,,,,,,,,,,
"Jimara Packaging, SL",http://www.comercialjimara.es/,info@comercialjimara.com,,Retail,Food And Beverages,Abdullah,,,,,,,,,,,,,,,,,,,
Joyeria Jade,http://www.joyeriajade.com/,jadejoyeros@gmail.com,,Retail,jeweler's,Abdullah,,,,,,,,,,,,,,,,,,,
CALZADOS GODY SL,http://www.gody.es/,atencionalcliente@gody.es,,Retail,shoes stores,Abdullah,,,,,,,,,,,,,,,,,,,
Iamnue Store,http://www.iamnue.com/,contact@iamnue.com,,Retail,Apparel & Fashion,Abdullah,,,,,,,,,,,,,,,,,,,
"Distribuidora Anro, SL",http://www.anrosl.es/,info@anrosl.es,,Retail,Sports & Fitness,Abdullah,,,,,,,,,,,,,,,,,,,
ESCALA S.A.,http://www.escala.es/,escala@escala.es,,Retail,stationery and writing,Abdullah,,,,,,,,,,,,,,,,,,,
Telerosa,http://www.telerosa.com/,info@telerosa.com,,Retail,bouquets of flowers,Abdullah,,,,,,,,,,,,,,,,,,,
DISEÑO Y TEXTURA SA,http://www.ditex.com/,info@ditex.com,,Retail,Sports & Fitness,Abdullah,,,,,,,,,,,,,,,,,,,
Adaptalia Shop,http://www.adaptaliashop.com/,adaptaliashop@gmail.com,,Retail,Different Accessories,Abdullah,,,,,,,,,,,,,,,,,,,
FARMACIA CASTRO NOGALES SLP,http://www.farmaciacastronogales.com/,administracion@farmaciacastronogales.com,,Retail,Medical Product,Abdullah,,,,,,,,,,,,,,,,,,,
NECROPOLIS DE VALLADOLID NEVASA SA,http://www.nevasa.es/,info@nevasa.es,,Retail,Medical Product,Abdullah,,,,,,,,,,,,,,,,,,,
"Arcensis Vive Tu Historia, SLU",http://www.arcensis.es/,info@arcensis.es,,Retail,hema & online sale of material,Abdullah,,,,,,,,,,,,,,,,,,,
Mercería Sarabia,http://www.merceriasarabia.com/,tienda@merceriasarabia.com,,Retail,Apparel & Fashion,Abdullah,,,,,,,,,,,,,,,,,,,
ADAD 2000 SL,http://www.dadazapaterias.com/,info@dadazapaterias.com,,Retail,Apparel & Footwear,Abdullah,,,,,,,,,,,,,,,,,,,
Mascotare,http://www.mascotare.es/,info@mascotare.es,,Retail,Animals & Pets,Abdullah,,,,,,,,,,,,,,,,,,,
Allinapp Market,http://www.allinappmarket.com/,favaricagrupo@gmail.com,,Retail,Apparel & Fashion,Abdullah,,,,,,,,,,,,,,,,,,,
Alvamarket,http://www.alvamarket.es/,info@alvamarket.es,,Retail,Healthcare Products,Abdullah,,,,,,,,,,,,,,,,,,,
TraeTela,http://www.traetela.com/,info@traetela.com,,Retail,Apparel & Fashion,Abdullah,,,,,,,,,,,,,,,,,,,
MINAS DE MORIA SL,http://www.minasdemoria.com/,,moria@minasdemoria.com,Retail,"Miniatures, paintings and model making Accessories",Abdullah,,,,,,,,,,,,,,,,,,,
LIDIA JORDAN Y COMPAÑIA SL,http://www.telaslidia.com/,info@telaslidia.com,,Retail,Apparel & Fashion,Abdullah,,,,,,,,,,,,,,,,,,,
ROCKBOX OVERDRIVE SHOP SL,http://www.rockbox.es/,info@rockbox.es,,Retail,Music Stores,Abdullah,,,,,,,,,,,,,,,,,,,
CARLITOS BABY SL,http://www.carlitosbaby.com/,info@carlitosbaby.com,,Retail,Automotive Industry,Abdullah,,,,,,,,,,,,,,,,,,,
MASDARDOS SL,http://www.masdardos.com/,info@masdardos.com,,Retail,Outdoor Gear,Abdullah,,,,,,,,,,,,,,,,,,,
Hiltrento,http://www.hiltrento.com/,info@hiltrento.com,,Retail,Fashion,Abdullah,,,,,,,,,,,,,,,,,,,
Antracita Regalos,http://www.antracitaregalos.es/,antracita@antracitaregalos.es,,Retail,Gifts,Abdullah,,,,,,,,,,,,,,,,,,,
Vintastic Shop,http://www.vintasticshop.com/,info@vintasticshop.com,,Retail,Apparel & Footwear,Abdullah,,,,,,,,,,,,,,,,,,,
Ferretería Logroño,http://www.ferreterialogrono.es/,ferreteria@ferreterialogrono.es,,Retail,Different Accessories,Abdullah,,,,,,,,,,,,,,,,,,,
Arcas Terrassa,http://www.arcasterrassa.com/,tienda@arcasterrassa.com,,Retail,Safety & Security,Abdullah,,,,,,,,,,,,,,,,,,,
Jo Mami Kids,http://www.jomamikids.com/,hola@jomamikids.com,,Retail,Gifts,Abdullah,,,,,,,,,,,,,,,,,,,
Must Design Luxury,http://www.mustdesignluxury.com/,mustdesign@hotmail.com,,Retail,Apparel & Fashion,Abdullah,,,,,,,,,,,,,,,,,,,
discolaser,http://www.discolaser.es/,discolaser@discolaser.es,,Retail,Outdoor and Casual Apparel,Abdullah,,,,,,,,,,,,,,,,,,,
Boutique Motos,http://www.boutiquemotos.es/,info@boutiquemotos.es,,Retail,Auto Parts,Abdullah,,,,,,,,,,,,,,,,,,,
Confitería La Mallorquina,http://www.confiterialamallorquina.com/,info@confiterialamallorquina.com,,Retail,Food Products,Abdullah,,,,,,,,,,,,,,,,,,,
La Gruta de Las Piedras,http://www.grutadelaspiedras.com/,info@grutadelaspiedras.com,,Retail,Different Accessories,Abdullah,,,,,,,,,,,,,,,,,,,
Pan Blanco Moda,http://www.panblancomoda.es/,hola@panblancomoda.es,,Retail,Boutique,Abdullah,,,,,,,,,,,,,,,,,,,
Todorepuestoselectro,http://www.todorepuestoselectro.com/,info@todorepuestoselectro.com,,Retail,Kitchenware,Abdullah,,,,,,,,,,,,,,,,,,,
Tiendas de muebles en Terrassa - Muebles Espo,http://www.mueblesespo.com/,mueblesespo@gmail.com,,Retail,Furniture store,Abdullah,,,,,,,,,,,,,,,,,,,
Athenea-s Hobby SL,http://www.atheneashobby.com/,atheneashobby@hotmail.com,,Retail,Retail Store,Abdullah,,,,,,,,,,,,,,,,,,,
EuropaDarts,http://www.europadarts.com/,info@europadarts.com,,Retail,Sports & Fitness,Abdullah,,,,,,,,,,,,,,,,,,,
The Basketball Player,http://www.thebasketballplayer.es/,info@thebasketballplayer.es,,Retail,Apparel & Footwear,Abdullah,,,,,,,,,,,,,,,,,,,
Estética Cosmética,http://www.esteticacosmetica.es/,info@esteticacosmetica.com,,Retail,Skin Care,Abdullah,,,,,,,,,,,,,,,,,,,
Motodesguace EPB Terrassa (BARCELONA,http://www.motodesguaceepb.com/,administracion@motodesguaceepb.com,,Retail,Motor Vehicle Parts,Abdullah,,,,,,,,,,,,,,,,,,,
Galifornia Shop,http://www.galiforniashop.com/,galiforniamail@gmail.com,,Retail,Apparel & Footwear,Abdullah,,,,,,,,,,,,,,,,,,,
Factory Arcade,http://www.factoryarcade.es/,info@factoryarcade.es,,Retail,Gaming,Abdullah,,,,,,,,,,,,,,,,,,,
BBCh on Rock,http://www.bbch.es/,bbch.onrock@gmail.com,,Retail,Apparel & Footwear,Abdullah,,,,,,,,,,,,,,,,,,,
LUBRICANTE,http://www.lubricantesenoferta.es/,info@lubricantesenoferta.es,,Retail,Oil & Gas,Abdullah,,,,,,,,,,,,,,,,,,,
Naturaleza Acuática,http://www.naturalezacuatica.com/,info@naturalezacuatica.com,,Retail,Aquatic pet shop,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Myos4Golf,http://www.myos4golf.com/,open@myos4golf.com,,Retail,shoes stores,Salman Ahmed,,,,,,,,,,,,,,,,,,,
La Casa de las Latas,http://www.lacasadelaslatas.es/,info@lacasadelaslatas.es,,Retail,Apparel & Fashion,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Puff TERRASSA,http://www.cigarrilloelectronicos.es/,info@puffterrassa.com,,Retail,electronic POD,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Fabrica De Redes,http://www.fabricaderedes.com/,info@fabricaderedes.com,,Retail,Fishing tools,Salman Ahmed,,,,,,,,,,,,,,,,,,,
La Factoría del Recambio,http://www.lafactoriadelrecambio.com/,info@lafactoriadelrecambio.com,,Retail,Electric Spare Parts,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Bazar Chinatown,http://www.bazarchinatown.com/,info@bazarchinatown.com,,Retail,Fashion stores,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Farmacia Ripagaina 24 horas,http://www.farmaciaen24horas.es/,info@farmaciaen24horas.es,,Retail,Prescription Medicines,Salman Ahmed,,,,,,,,,,,,,,,,,,,
bydrop,http://www.bydrop.com/,info@bydrop.com,,Retail,"Textiles, Apparel & Luxury Goods",Salman Ahmed,,,,,,,,,,,,,,,,,,,
Hansel Home,http://www.hanselhome.com/,mk@hanselhome.com,,Retail,Home & Furniture,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Duopesca,http://www.duopesca.es/,info@duopesca.es,,Retail,Boating aur Marine Equipment,Salman Ahmed,,,,,,,,,,,,,,,,,,,
"Floristeria la Camelia Pizarro, 46",http://www.tufloristeria.es/,pedidos@tufloristeria.es,,Retail,Floral Arrangements,Salman Ahmed,,,,,,,,,,,,,,,,,,,
JOYERIA PATO SL,http://www.joyeriapato.com/,info@joyeriapato.com,,Retail,"Textiles, Apparel & Luxury Goods",Salman Ahmed,,,,,,,,,,,,,,,,,,,
Librería Jurídica Logos,http://www.ajlogos.es/,libreria@ajlogos.com,,Retail,"Logo Merchandise (T-shirts, mugs, pens, aur anya products par logo print)",Salman Ahmed,,,,,,,,,,,,,,,,,,,
Fridablu,http://www.fridablu.es/,info@fridablu.es,,Retail,Apparel & FootShose,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Centro Naturista Sarasua,http://www.elherbolarioencasa.com/,contacto@elherbolarioencasa.com,,Retail,Health Care Providers & Services,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Joyería Roibás,http://www.roibas.com/,info@roibas.com,,Retail,Team Sports Equipment,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Farmacia Ateneo,http://www.farmaciaateneo.es/,info@farmaciaateneo.es,,Retail,Health Care Providers & Services,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Cosas de Meiga,http://www.cosasdemeiga.com/,cosasdemeiga@hotmail.com,,Retail,Handmade Jewelry,Salman Ahmed,,,,,,,,,,,,,,,,,,,
AccesoriosEnol,http://www.accesoriosenol.es/,accesoriosenol@gmail.com,,Retail,Tech Product,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Farmacia Ruiz Hinojosa,http://www.farmaciaruizhinojosafmas.com/,fruizhinojosa@gmail.com,,Retail,Health Care Providers & Services,Salman Ahmed,,,,,,,,,,,,,,,,,,,
City Muebles,http://www.citymuebles.es/,info@citymuebles.es,,Retail,Home & Furniture,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Radiodirect,http://www.radiodirect.es/,info@radiodirect.es,,Retail,"Electronics, Telecommunications",Salman Ahmed,,,,,,,,,,,,,,,,,,,
Universal Friki Shop,http://www.gamesuniversal.es/,webmaster@gamesuniversal.es,,Retail,Tech Accessories,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Farmacia Carmen Santa María,http://www.farmaciacarmensantamaria.com/,info@farmaciacarmensantamaria.com,,Retail,Health Care Providers & Services,Salman Ahmed,,,,,,,,,,,,,,,,,,,
La Guarida del Coleccionista,http://www.laguaridadelcoleccionista.es/,info@laguaridadelcoleccionista.es,,Retail,Arts & Culture,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Farmacia Aznar Ruiz,http://www.farmaciaaznarruiz.com/,farmaciaaznarruiz@yahoo.es,,Retail,Medical Product,Salman Ahmed,,,,,,,,,,,,,,,,,,,
tresmacacos.com,http://www.tresmacacos.com/,info@tresmacacos.com,,Retail,"Electronics, Kids' boots",Salman Ahmed,,,,,,,,,,,,,,,,,,,
Coral Reef Málaga,http://www.coralreefmalaga.es/,info@coralreefmalaga.es,,Retail,"Home & Furniture, Electronics",Salman Ahmed,,,,,,,,,,,,,,,,,,,
Contact Sport,http://www.contactsport.es/,info@contactsport.es,,Retail,Sports equipment,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Stock Ocasions,http://www.stocksocasions.com/,stocksocasions@gmail.com,,Retail,Decorations,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Txik Txak Gasteiz,http://www.txiktxakstore.eus/,ttilikagasteiz@gmail.com,,Retail,Fashion,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Alita Comics,http://www.alitacomics.com/,info@alitacomics.com,,Retail,Books and Graphic Novels,Salman Ahmed,,,,,,,,,,,,,,,,,,,
E1RC,http://www.e1rc.com/,info@e1rc.com,,Retail,RC Cars aur Trucks,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Perfumes Rioja,http://www.perfumesrioja.com/,info@perfumesrioja.com,,Retail,NICHE PERFUMES,Salman Ahmed,,,,,,,,,,,,,,,,,,,
GEAcosmetics,http://www.geacosmetics.es/,geacosmetics@hotmail.com,,Retail,skin care Product,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Filatelia Carrasquilla,http://www.filateliacarrasquilla.com/,info@filateliacarrasquilla.com,,Retail,Historical Studies,Salman Ahmed,,,,,,,,,,,,,,,,,,,
El armario de tu hermana,http://www.elarmariodetuhermana.com/,info@elarmariodetuhermana.com,,Retail,"Apparel & Footwear, Fashion",Salman Ahmed,,,,,,,,,,,,,,,,,,,
Xtrembike,http://www.xtrembike.eu/,pontevedra@xtrembike.eu,,Retail,"Bicycles, Sports & Fitness",Salman Ahmed,,,,,,,,,,,,,,,,,,,
Xaboiak,http://www.xaboiak.com/,info@xaboiak.com,,Retail,"Gifts, Skin Care",Salman Ahmed,,,,,,,,,,,,,,,,,,,
Sombrero Gyda,http://www.sombrerosalbero.es/,customerservice@sombrerosalbero.es,,Retail,"Hat bands, hat pins,",Salman Ahmed,,,,,,,,,,,,,,,,,,,
Cuchillos Artesania,http://www.cuchilleriaelartesano.com/,info@cuchilleriaelartesano.com,,Retail,Handmade knives,Salman Ahmed,,,,,,,,,,,,,,,,,,,
decosmética,http://www.decosmetica.com/,info@decosmetics.com,,Retail,Skincare products,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Joyeria Virginia Málaga,http://www.joyeriavirginia.es/,pedidos@joyeriavirginia.es,,Retail,Gold aur silver jewelry,Salman Ahmed,,,,,,,,,,,,,,,,,,,
FLOR DE SANTIAGO SL,http://www.flordesantiago.com/,info@flordesantiago.com,,Retail,"Fresh flowers, Gifts",Salman Ahmed,,,,,,,,,,,,,,,,,,,
Kame Kame. Tienda,http://www.kamekame.es/,tienda.kamekame@gmail.com,,Retail,Anime aur manga merchandise,Salman Ahmed,,,,,,,,,,,,,,,,,,,
RetroBici,http://www.retrobici.net/,retrobici@retrobici.net,,Retail,"Automotive, Bicycles",Salman Ahmed,,,,,,,,,,,,,,,,,,,
quebici.es,http://www.quebici.es/,web@quebici.es,,Retail,Bike parts aur accessories,Salman Ahmed,,,,,,,,,,,,,,,,,,,
PUNT GRÀFIC,http://www.puntgrafic.es/,puntgrafic@puntgrafic.es,,Retail,Graphic design,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Farmacia Chocarro Iribarren,http://www.farmaciachocarroiribarren.com/,info@farmaciachocarroiribarren.com,,Retail,Health advice aur consultation,Salman Ahmed,,,,,,,,,,,,,,,,,,,
BIODIETA TIENDA,http://www.biodieta.es/,info@biodieta.es,,Retail,"Food, Organic Products",Salman Ahmed,,,,,,,,,,,,,,,,,,,
Calendula Shop,http://www.calendulashop.com/,soycalendula@gmail.com,,Retail,Apparel & Footwear,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Ciclohobby,http://www.ciclohobby.es/,info@ciclohobby.es,,Retail,Sports & Fitness,Salman Ahmed,,,,,,,,,,,,,,,,,,,
El Botón de Trapo,http://www.elbotondetrapo.com/,hola@elbotondetrapo.com,,Retail,Home decor items,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Barnacle Rid,http://www.barnaclerid.com.au/,support@barnaclerid.com,,Retail,Manufacturing Boating,Salman Ahmed,,,,,,,,,,,,,,,,,,,
Tienda Oink,http://www.tiendaoink.com/,info@tiendaoink.com,,Retail,Accessories,Farhan,,,,,,,,,,,,,,,,,,,
Dimar Pesca,http://www.dimarpesca.com/,dimarpesca2016@gmail.com,,Retail,Fishing products,Farhan,,,,,,,,,,,,,,,,,,,
Hand To Hand Elche,http://www.handtohandmade.com/,info@handtohandmade.com,,Retail,Web Servers,Farhan,,,,,,,,,,,,,,,,,,,
Tartamovil,http://www.tartamovil.es/,info@tartamovil.com,,Retail,Bakery,Farhan,,,,,,,,,,,,,,,,,,,
KinParty SL,http://www.tiendajuegosdemesa.es/,ventas@tiendajuegosdemesa.es,,Retail,Gaming,Farhan,,,,,,,,,,,,,,,,,,,
Farmacia Gómez-Ulla,http://www.farmaciagomezulla.com/,Info@farmaciagomezulla.com,,Retail,Health & Wellness,Farhan,,,,,,,,,,,,,,,,,,,
Floristería Cristiaran,http://www.floristeriacristiaran.com/,info@floristeriacristiaran.com,,Retail,Flower Store,Farhan,,,,,,,,,,,,,,,,,,,
HOSFRIBAL,http://www.equipamientoshosteleros.es/,hosfribal@hosfribal.com,,Retail,Food Production,Farhan,,,,,,,,,,,,,,,,,,,
MANTECADOS FELIPE II,http://www.reyfelipe.com/,confiteria@reyfelipe.com,,Retail,Food Manufacturing,Farhan,,,,,,,,,,,,,,,,,,,
Farolillos voladores,http://www.farolillosvoladores.es/,ventas@farolillosvoladores.es,,Retail,Event Planning,Farhan,,,,,,,,,,,,,,,,,,,
DOSSPA RACING PARTS SL,http://www.dosspa.com/,,pedidos@dosspa.com,Retail,Automotive Parts,Farhan,,,,,,,,,,,,,,,,,,,
Sherman Survival,http://www.shermansurvival.com/,info@shermansurvival.com,,Retail,Retail,Farhan,,,,,,,,,,,,,,,,,,,
DIVESUR,http://www.divesur.es/,administracion@divesur.es,,Retail,Automotive,Farhan,,,,,,,,,,,,,,,,,,,
Confecciones Carmen Melero,http://www.carmenmelero.com/,info@carmenmelero.com,,Retail,Apparel and fashion,Farhan,,,,,,,,,,,,,,,,,,,
HARLEY-DAVIDSON MÁLAGA,http://www.h-dsieblamalaga.com/,info@h-dsieblamalaga.com,,Retail,Apparel and fashion,Farhan,,,,,,,,,,,,,,,,,,,
Estación Futura,http://www.estacionfutura.es/,administracion@estacionfutura.es,,Retail,Spiritual books store,Farhan,,,,,,,,,,,,,,,,,,,
Eleggua.es,http://www.eleggua.es/,info@eleggua.es,,Retail,Religion,Farhan,,,,,,,,,,,,,,,,,,,
Calzadoszapatos.com,http://www.calzadoszapatos.com/,info@calzadoszapatos.com,,Retail,Apparel and fashion,Farhan,,,,,,,,,,,,,,,,,,,
Anantia Ecoshop,http://www.anantia.es/,anantia@anantia.es,,Retail,Food Products,Farhan,,,,,,,,,,,,,,,,,,,
Artistic Rolling,http://www.artisticrolling.com/,info@artisticrolling.com,,Retail,Bags Store,Farhan,,,,,,,,,,,,,,,,,,,
FRIKOMICS,http://www.frikomics.com,info@frikomics.com,,Retail,Books and Graphic Novels,Farhan,,,,,,,,,,,,,,,,,,,
Isabel Peinado Moda,http://www.isabelpeinado.es,ventas@isabelpeinado.es,,Retail,Custom Apparel,Farhan,,,,,,,,,,,,,,,,,,,
Olé Flamenco tienda de moda flamenca,http://www.oleflamenco.es/,oleflamencotienda@gmail.com,,Retail,Shoes Store,Farhan,,,,,,,,,,,,,,,,,,,
CARIÑOS DEL PEREGRINO,http://www.carinosdelperegrino.com/,net@8visual.com,,Retail,Apparel and fashion,Farhan,,,,,,,,,,,,,,,,,,,
Curtidos Carrasco,http://www.curtidoscarrasco.com/,emailinfo@curtidoscarrasco.com,,Retail,Consumer Goods,Farhan,,,,,,,,,,,,,,,,,,,
Floristería Azalea,http://www.azaleaflores.com/,info@azaleaflores.com,,Retail,Flower Store,Farhan,,,,,,,,,,,,,,,,,,,
Dismatac Terrassa,http://www.dismatacterrassa.com/,info@dismatacterrassa.com,,Retail,automotive parts Store,Farhan,,,,,,,,,,,,,,,,,,,
Bera Baby,http://www.berababy.es/,textilberababy@berababy.es,,Retail,Clothing and Fashion,Ammar,,,,,,,,,,,,,,,,,,,
Regala Ilusiones,http://www.regala-ilusiones.es/,info@regala-ilusiones.es,,Retail,Baby Gifts and Products,Ammar,,,,,,,,,,,,,,,,,,,
Musicalium,http://www.musicalium.com/,info@musicalium.com,,Retail,Musical instruments,Ammar,,,,,,,,,,,,,,,,,,,
MILILITROS DE,http://www.mililitrosdeperfume.com/,info@mililitrosdeperfume.com,,Retail,Beauty Products,Ammar,,,,,,,,,,,,,,,,,,,
calefactalia,http://www.calefactalia.com/,info@calefactalia.com,,Retail,Fireplaces Products,Ammar,,,,,,,,,,,,,,,,,,,
Rosseta Pajaritas,http://www.rossetapajaritas.com/,info@rossetapajaritas.com,,Retail,School Uniform,Ammar,,,,,,,,,,,,,,,,,,,
Endorshop,http://www.endorshop.es/,info@endorshop.es,,Retail,Toys,Ammar,,,,,,,,,,,,,,,,,,,
2Uves,http://www.2uves.com/,hola@2uves.com,,Retail,Footwear and accessories,Ammar,,,,,,,,,,,,,,,,,,,
La Aldea Biomarket,http://www.laaldeabiomarket.com/,info@laaldeabiomarket.com,,Retail,Hygenic and Bakery Products,Ammar,,,,,,,,,,,,,,,,,,,
Mara mujer,http://www.modamara.es/,info@modamara.es,,Retail,Clothing and Fashion,Ammar,,,,,,,,,,,,,,,,,,,
Xviolins Regalos Musicales,http://www.xviolins.com/,ventas@xviolins.com,,Retail,Accessories,Ammar,,,,,,,,,,,,,,,,,,,
Herbolario Ángel,http://www.herbolarioangel.net/,info@herbolarioangel.com,,Retail,Medical Products,Ammar,,,,,,,,,,,,,,,,,,,
7 Gallos,http://www.7gallos.com/,info@7gallos.com,,Retail,Footwear and Clothing,Ammar,,,,,,,,,,,,,,,,,,,
Bazar del TBO,http://www.bazardeltebeo.com/,info@bazardeltebeo.com,,Retail,Novels and Books,Ammar,,,,,,,,,,,,,,,,,,,
Motoelite,http://www.motoelite.es/,motoelite@motoelite.es,,Retail,Motorcycles,Ammar,,,,,,,,,,,,,,,,,,,
Nieves Vidal,http://www.nievesvidal.com/,info@nievesvidal.com,,Retail,Accessories and Fashion,Ammar,,,,,,,,,,,,,,,,,,,
o colmado da vila,http://www.ocolmadodavila.com/,info@ocolmadodavila.com,,Retail,Bakery Products,Ammar,,,,,,,,,,,,,,,,,,,
MOTOR 93 SL,http://www.siebla.com/,info@siebla.com,,Retail,Motorcycles,Ammar,,,,,,,,,,,,,,,,,,,
Terra Dos Mares,http://www.terradosmares.com/,terradosmaressub@yahoo.es,,Retail,Underwater fishing,Ammar,,,,,,,,,,,,,,,,,,,
TALADRANDO,http://www.taladrando.com/,taladrando@taladrando.com,,Retail,Industrial Products and Home Appliances,Ammar,,,,,,,,,,,,,,,,,,,
