Source Link,Date  of adding Lead,Business Name,Location,Description of Business Operations,Asking Price,Revenue,Cash Flow or EBITDA,FF&E value,Real Estate information (if available),Calculated Profit Margin,Estimated Payback Period,Master Score ,SBA ,,Worker
https://www.bizbuysell.com/Business-Opportunity/specialized-pet-product-company/2312609/,,Specialized Pet Product Company,"Suffolk County, NY","Specialized Pet Product Company

LISTING ID # 36607

This highly profitable, home-based pet product business boasts a stellar reputation built over 37 years of exceptional customer service. With consistent profitability, well-organized financial records, and a loyal customer base of thousands, it is a turnkey operation that’s easy to manage. The business employs just three dedicated staff members, all of whom are staying on board, ensuring a smooth transition. The retiring owner is committed to providing up to a year of training and support to the new owner, setting them up for success. With significant growth potential and owner financing available, this is an incredible opportunity to step into a thriving business. Buy, learn, and earn! This is an easy one to step into. Keep in mind, the ""riches are in the niches"". For more information, contact the broker.","$600,000","$500,000","$150,000","$50,000",,30,4,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/thriving-pizzeria-for-sale-in-new-york/2312595/,,Thriving Pizzeria for Sale in New York,"Nassau County, NY","Thriving Pizzeria for Sale in New York

LISTING ID # 36459

This well-established pizzeria in Nassau County presents an excellent opportunity for a buyer to acquire a thriving business with a loyal customer base built over four years. Renowned for its quality food and exceptional service, the pizzeria has become a cornerstone of the local community. With solid financials, the business grossed $832,000 last year, yielding a net profit of $158,000, and offers significant growth potential, especially with increased owner involvement. The current owner operates part-time, spending around 20 hours per week on-site, leaving room for an owner-operator to boost engagement and profitability. The pizzeria enjoys a strong repeat clientele, and by expanding marketing efforts, extending hours, or increasing catering services, the business could grow even further. Located in a high-traffic area near the LIRR, the pizzeria benefits from excellent visibility, making it convenient for both dine-in and take-out customers. Additionally, the property includes a spacious full basement for storage or other uses, and the current owner is offering flexible financing options to qualified buyers, making this an even more attractive opportunity for someone looking to take the business to the next level. To learn more, please contact the broker.","$349,000","$832,000
","$158,000","$75,000",,18.99,2.21,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/unique-wholesale-retail-pet-food-company/2312437/,,Unique Wholesale/Retail Pet Food Company,"Suffolk County, NY","Unique Wholesale/Retail Pet Food Company

LISTING ID # 36469

This scalable wholesale and retail pet and food business is an excellent opportunity for growth. Currently operated by the owner, his wife, and one additional retiree, the business is poised for expansion. With the right buyer, the business could see significant growth by increasing the square footage, hiring additional staff, and implementing more efficient production systems. A new owner could choose to operate the business hands-on, earning approximately $200,000 annually while working only a few days a week. Alternatively, the business can be managed absentee by hiring a managerial team. For more information, please contact the broker.","$685,000","$625,000","$185,000","$25,000",,29.6,3.7,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/renovated-automatic-car-wash-with-oil-lube-22673/2302664/,,Renovated Automatic Car Wash With Oil Lube (#22673),"Brooklyn, NY","Newly Renovated Automatic Car Wash With Oil Lube On Major Road

This newly renovated automatic car wash with oil lube is a full-service automotive center located on a major road in Brooklyn, Kings County, NY. Equipped with brand-new McNeil equipment installed in 2021 at a cost of over $700,000, the business offers a range of services including oil changes, auto repair, brake services, and details...

Newly Renovated: $700K in state-of-the-art McNeil equipment installed in 2021
High Revenue: Grossing $1.7M annually with strong cash flow
Diverse Services: Car wash, oil lube, auto repair, brake services, and bodywork
Growing Membership: Over 800 monthly members with $51 average
Prime Location: Major road in Brooklyn with high visibility
Long-Term Lease: 16 years remaining with the option to extend
Owner Financing Available: Proof of funds required
Business Benefits

Currently grossing $1.7 million with a strong cash flow, this business has significant revenue streams. The recently implemented monthly membership program has attracted over 800 members in just two months, each averaging $51. This not only provides steady recurring income but also indicates a loyal and growing customer base.

Facilities and Equipment

The facility boasts two bays with access to four cars and a lift, an inspection machine, and a small detailing area. The modern equipment and comprehensive setup allow for efficient operations and the potential to expand services further.","$1,700,000","$1,700,000","$400,000",,,23.53,4.25,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/prime-opportunity-profitable-supermarket-for-sale/2293326/,,Prime Opportunity: Profitable Supermarket for Sale.,"Brooklyn, NY","High Margin with regular customer base.

Fantastic opportunity to acquire a busy and profitable organic supermarket and health foods store situated in an upscale Newly Constructed Building with 50 apartment in Brooklyn. The market offers customers a unique selection of organic foods and produce, all-natural vitamins and supplements along with a juice bar.

Operating out of a recently renovated 2,700 sf retail location in a high-traffic neighborhood, the business is open seven days a week 24Hours and is well-run with its trained staff of 7 full and part-time employees. Don’t let this excellent opportunity to acquire a well-known, turn-key market pass you by!","$365,000","$2,000,000","$130,000",,,6.5,2.81,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/price-cut-established-a-profitable-laundromat-in-a-shopping-center/2227624/,,Price Cut - Established a Profitable laundromat in a shopping center,"Staten Island, NY","Great opportunity

$75,000.00 price cut on April 25, 2024.
This laundromat is located in a shopping center.
It has plenty of parking and a very safe environment.
A lot of traffic comes through this shopping center.
It has 30 washers and 34 dryers.
60% wash and fold and 40% self-wash.","$475,000","$364,000","$157,000",,,43.13,3.03,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/established-sign-franchise-growth-in-23-24-priced-at-1-8x-sde/2155647/,,Established Sign Franchise - growth in 23-24; Priced at 1.8X SDE,"Onondaga County, NY","Look here all Value Shoppers! This will sell in Q1 2025.

Full-service franchise sign shop in Upstate NY that provides custom sign fabrication and printing, vehicle wraps, lettering, and more. This business provides exceptional service and the reputation has earned them a 4.9-star review . Additionally, the business has maintained steady sales with nice profit margins with plenty of opportunities to expand if desired. Strong repeat customer base and brand recognition from over 20 years of operations.

You can immediately step into a fully operational business with a loyal customer base, ensuring a stable
income from day one. Acquiring a business from a retiring owner means inheriting valuable insights, existing processes, and customer relationships, making your journey as an entrepreneur even more promising.

Don't miss out on this exceptional opportunity to take the reins of an ongoing business backed by a supportive and growing franchise. The foundations of success have been laid, and now it's your turn to build upon them.

Secure your future today by owning this thriving sign fabricator/installer franchise. For more information or to schedule a confidential meeting: call or email Kevin at 315-962-9200 or keverts@tworld.com.","$210,000","$435,000","$145,000","$149,000",,33.33,1.45,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/lucrative-pizzeria-for-sale-in-new-york/2312186/,,Lucrative Pizzeria for Sale in New York,"Westchester County, NY","Lucrative Pizzeria for Sale in New York

LISTING ID # 35945

This well-established pizzeria has been serving the Westchester County, New York community for over 52 years and enjoys a large, loyal customer base. The menu includes a wide variety of appetizers, salads, pasta, chicken dishes, and more. This is a magnificent opportunity for anyone looking to enter the pizzeria business. Don't miss out! The property is also available for purchase separately at $1,200,000. Please note that proof of funds is required before releasing the address. For more information, please contact the broker.","$2,100,000","$2,600,000","$750,000","$80,000",,28.85,2.8,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/theme-bar-and-restaurant-for-sale-in-ny/2312108/,,Theme Bar & Restaurant for Sale in NY,"Nassau County, NY","Theme Bar & Restaurant for Sale in NY

LISTING ID # 35326

Truly Unique Niche Beautiful all New Busy 2500 Square foot. Free standing restaurant & Bar Great location close to all highways. Believe it or not it has a 15 year lease with 3 five year options yes a 30 year hard to get lease. Rent only $7000 per month plus real estate taxes. Total rent with tax $10,300 This all new Build out cost almost $1.8 Built new from the studs up including all new electrical,plumbing. Fixtures and much too much to list. This niche theme restaurant seats about 100 people. Seller recently opened and has other business ventures he must attend to.He has not even promoted private parties and catering yet. Must see to appreciate. Contact the broker. Great Franchise style restaurant","$1,400,000","$2,500,000","$700,000","$250,000",,28,2,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/cellphone-repair-store-for-sale-in-ny/2312100/,,Cellphone Repair Store For Sale in NY,"Kings County, NY","Cellphone Repair Store For Sale in NY

LISTING ID # 35346

This established, absentee-run, busy, and highly profitable cell phone plan and service store offers extremely high-margin repairs and earns significant commissions from major carrier plans. According to the seller, the buyer would net $210,000 annually after all expenses. The store is currently managed absentee, with the owner residing in Florida. All transactions are recorded and documented in the POS system. The store holds an Electronic and Home Appliance Service Dealer License, a Secondhand Dealer License (authorizing ""cash for gold"" transactions), and an Electronic Store License. The landlord is very accommodating and will assist with the lease transfer, which comes with low rent. The seller is willing to stay on and ensure a smooth transition, providing all necessary training. To learn more, please contact the broker.","$400,000","$600,000","$210,000","$20,000",,35,1.9,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/branded-gas-station-for-sale-in-new-york/2312065/,,Branded Gas Station for Sale in New York,"Suffolk County, NY","Branded Gas Station for Sale in New York

LISTING ID # 36094

A self-serve, branded gas station with a well-equipped store is located in busy commercial area in Suffolk County, New York. The gas station pumps 50,000 gallons a month, with a profit of .35 cents gallon; the store makes over $32.,000 in gross sales with a 40% profit margin; lotto also earns $3,300 in commission a month. The other items such as ATM, air pumps, parking facility, fetch another $1500 a month. The seller owns several businesses in other states; 100% absentee owned; must sell it. After paying all the expenses, the seller's net cash flow, is over $120,000 a year.","$225,000","$2,564,000
","$121,000","$40,000",,4.72,1.86,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/iconic-pizzeria-for-sale-in-new-york/2312032/,,Iconic Pizzeria for Sale in New York,"Manhattan County, NY","Iconic Pizzeria for Sale in New York

LISTING ID # 36554

Iconic New York Pizzeria. Discover a beloved cornerstone of New York County’s culinary scene at this irresistible pizzeria. Known for its authentic, delicious flavors, this local gem has been delighting customers for years. A true community staple, it serves up mouthwatering Italian favorites that keep patrons coming back. For more information, please contact the broker.","$350,000","$1,300,000","$144,000","$40,000",,11.08,2.43,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/womens-apparel-boutique-for-sale-in-new-york/2312023/,,Women's Apparel Boutique for Sale in New York,"Nassau County, NY","Women's Apparel Boutique for Sale in New York

LISTING ID # 36186

Discover a charming women's apparel and accessory boutique nestled in Nassau County, New York. Thriving for the past 14 years, this boutique has cultivated a devoted clientele drawn to its fusion of affordability and chic style. Boasting both local foot traffic and an expanding online presence, this opportunity is perfect for fashion enthusiasts. For further details, reach out to the broker.","$270,000","$435,000","$110,000","$27,000",,25.29,2.45,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/auto-repair-shop-for-sale-in-new-york/2312012/,,Auto Repair Shop for Sale in New York,"Nassau County, NY","Auto Repair Shop for Sale in New York

LISTING ID # 36210

Established 25 years ago, this auto repair shop has recently undergone a complete remodel. The premises boast a spacious waiting room, a large private office, and ample outside parking, including a fenced-in back storage yard. Equipped with an outside lift and six additional lifts indoors, this thriving business is currently operated by a single individual but has vast potential for expansion by adding more mechanics. Full time mechanic now just joined the team and the seller will also work for smooth transition for salary! The seller is willing to remain on staff for one year at a negotiated salary. Additionally, a fully loaded 2020 2-car carrier flatbed with only 27,000 miles is available for purchase separately. It's important to note that the seller's verified income exceeds $100,000, with a total net of $150,000. Rent for the property is exceptionally low at $3,000 per month, well below market rates, thanks to a favorable lease agreement with a great landlord. The shop comes equipped with five lifts owned by the seller, along with various other equipment and an NYS Inspection machine. Please be aware that the sixth and seventh lifts are owned by the landlord. This versatile shop is suitable for a range of businesses, including car dealerships, towing companies, taxi firms, limousine services, and those specializing in window tinting and alarms. To fully appreciate its potential, interested parties are encouraged to schedule a viewing with the broker. With additional features like an extra waiting room and a parts loft, this shop is a mechanic's dream and a highly profitable venture.","$250,000","$400,000","$150,000","$150,000",,37.5,1.67,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/wetzels-pretzels-franchise-in-new-york-market/2311036/,,Wetzel’s Pretzels Franchise in New York Market,New York,"100% Absentee with strong Manager in place!

Highly profitable Wetzel’s Pretzels Franchise available for sale. This business has a manager in place and is operated totally absentee in a very busy major traffic area. This business is 100% take-out with above average profit margins. This is a simple to run operation with few employees and low overhead.

There is great support from the franchisor from training, manuals, newsletters, operations and marketing. This business offers a great quality of life for a hands-on or absentee owner! Please refer to listing number 15721 when inquiring about this opportunity.","$499,000","$502,000","$168,000","$1,000,000",,33.47,2.97,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/network-of-3-passive-boutique-wellness-centers-in-nyc/2308977/,,Network of 3 Passive Boutique Wellness Centers in NYC,"New York, NY","VERY SIMPLE business model!

Network of 3 locations, across 60 blocks, in a great residential area of Manhattan. This boutique fitness/wellness model is part of a franchise with over 400 open locations. This is a VERY SIMPLE business model, and it all happens in less than 1,500 square feet per location. Recurring revenue, less than 1% COGS, and few employees make this a great quality of life business. The network is of wellness centers has growing sales, and layers of management in place to help make this an executive management business model. Many franchisees have full-time jobs, and for many franchise owners running 3 units is their full-time job. If you are looking for a premier wellness brand in premier locations, with great cash flow that is SIMPLE to OPERATE and has growing sales, call about listing 15728","$2,600,000","$3,580,000","$536,000","$600,000",,14.97,4.85,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/new-york-city-bar-for-sale/2300839/,,New York City Bar For Sale,"Manhattan County, NY","Iconic, Highly Profitable Bar in NYC!

This is a one-of-a-kind opportunity to purchase a 3,600 square foot bar in the heart of one of the coolest places to be in NYC. This is one of the hottest neighborhoods in New York City with a license through 4am. This is a turn-key bar with a loyal customer base, over $6,000,000 in annual revenue, a proven history of success and strong income. Overall, this bar is an exceptional opportunity for an experienced hospitality operator looking to own a thriving business in a prime location. This turnkey nightlife spot offers a unique ambiance and a loyal customer base, making it a perfect investment for seasoned operators looking to tap into the vibrant New York City scene. Please refer to listing #15537 when inquiring about this listing.","$6,500,000","$6,700,000","$3,200,000","$1,000,000",,47.76,2.03,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/prime-nassau-county-italian-restaurant-and-lounge-40-000-weekly/2298247/,,"Prime Nassau County Italian Restaurant & Lounge $40,000 Weekly","Nassau County, NY","Solid $40,000 “NET NUMBERS” weekly!

This Italian Restaurant is in the heart of a rocking town with everything in it: train station, residential, business, lively nightlife. 3,000 square feet, over 150 seats plus 14 seats in the bar, a private party room to accommodate 35 guests plus outdoor seating. The restaurant is completely updated and gorgeous to say the least. Doing a solid $40,000 “NET NUMBERS” weekly, in ONLY 6 days. Long lease is in place. Practically running absentee with a Manager in place. This special place sees $200,000 per year in profit. A true 2X multiple sale operating 6 DAYS. Come and get it! Please refer to listing number 15692 when inquiring about this opportunity.","$550,000","$2,080,000","$200,000","$1,000,000",,9.62,2.75,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/network-of-2-pizza-franchises-in-nyc/2267605/,,Network of 2 Pizza Franchises in NYC,"Manhattan County, NY","2 Established, Profitable Full-Service Restaurants in NYC

A unique opportunity to purchase 2 full-service restaurants in NYC. Both stores have been in business for over 30 years. The stores are in great neighborhoods and are 20 minutes from each other. The seller owns other brands and does spend any time at the stores. They are run by managers and employees. 4 managers and 40 employees are in place. A new hands-on owner operator will be able to reduce cost increase sales and earnings of this already profitable franchise. Come join one of the best pizza franchises which has helped entrepreneurs thrive in business since 1990. To qualify, buyers must have prior restaurant experience. Please refer to listing number 15534 when inquiring about this opportunity.","$2,000,000","$4,000,000","$388,000","$3,000,000",,9.7,5.15,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/price-reduced-busy-nyc-pizzeria-3m-year-in-sales/2210995/,,Price Reduced! Busy NYC Pizzeria - $3m Year in Sales,"Queens County, NY","Small and Powerful - Priced to Sell

Price reduced!! This one of a kind, cash cow of a pizzeria is now for sale. This busy pizzeria is SMALL and POWERFUL, doing $55,000-60,000 per week in sales from a 1,300 square foot store. Long lease available. Owner operator PROFIT is $500,000/year. The seller is ready for retirement and priced this gem to sell. Please refer to listing #15381 when inquiring about this listing.","$999,000","$3,000,000","$450,000","$300,000",,15,2.22,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/collision-and-auto-body-shop-for-sale-in-new-york/2311787/,,Collision & Auto Body Shop for Sale in New York,"Rockland County, NY","Collision & Auto Body Shop for Sale in New York

LISTING ID # 36335

This busy auto body shop in Rockland County, New York, has been owned and operated by the same owner for the past 21 years. It is fully equipped with all the necessary tools and machinery for auto body and collision work. The business includes a long and favorable lease term for the new owner. For more information about this lucrative opportunity, please contact the broker.","$1,250,000","$1,850,000","$500,000","$500,000",,27.03,2.5,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/established-deli-for-sale-in-new-york/2311677/,,Established Deli for Sale in New York,"Suffolk County, NY","Established Deli for Sale in New York

LISTING ID # 36432

This well-established deli, located in a busy industrial court, is just 10 years old and offers significant growth potential. With plenty of room for expansion, a new buyer could add features like a Lotto Quick Draw, an open food case, a soup bar, or cold beer, as well as promote more catering and delivery services. The deli benefits from a prime location, excellent below-market rent, and a great landlord. The seller is willing to train the full staff that is already in place, and there's even the option to keep the kitchen open in the evening for delivery services, or a ghost kitchen.","$295,000","$500,000","$104,000","$100,000",,20.8,2.84,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/specialty-wines-and-liquors-for-sale-in-kings-county/2311608/,,Specialty Wines & Liquors for Sale in Kings County,"Kings County, NY","Specialty Wines & Liquors for Sale in Kings County

LISTING ID # 26239

Specialty Wines and Liquors. Beautiful spacious store with temp/humidity controlled wine room (120 sq. ft.) with 1690 bottles. 75% high margin wine sales. Large kosher wine sales to upper/middle class clientele. Well-known throughout Brooklyn. Unique high end and high-margin inventory for affluent clientele. High-margin wines and spirits.Opportunity to add website, Internet sales, email marketing etc. Product knowledge is important. Proof of funds is required for more meetings with the owner.","$550,000","$1,100,000","$250,000","$100,000",,22.73,2.2,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/donolis-restaurant-and-banquets/2261105/,,Donoli's Restaurant and Banquets,"Apalachin, NY","Family owned Italian American bar/restaurant/banquet room.

Established 1989 by current owner/operator retiring after 35 year. Owner financing available.100% turn key. Remodeled in 2020: led lighting, ceiling fans, new beautiful granite bar, all new flooring, new draft keg coolers, bottle beer and wine 3 glass door cooler. freshly painted thru out and much more. Great location. 22 kw back up generator. Toast POS system. ATM, lottery license ,NYSDOT signs on highway 86.Currently 28 employees with a 401k plan in place and employer matched weekly. All equipment, signs ,walk in coolers and freezers, ice machine, plate ware etc. Land scaping and more included in sale price.. Ample parking,1 level with lots of storage. Looking for the next generation /owner to carry on Donoli's Restaurant.","$490,000","$1,400,000","$200,000",,,14.29,2.45,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/wine-and-liquor-store-for-sale-in-new-york/2311422/,,Wine and Liquor Store For Sale in New York,"Westchester County, NY","Wine and Liquor Store For Sale in New York

LISTING ID # 35419

This Long time liquor store has served the community for over 11 years. It is Located on a busy road of Westchester County. Close to other retail areas with high foot traffic. Plenty of Street Parking Space. Has a loyal clientele and great reviews. For more information contact the broker.","$539,000","$1,100,000","$205,000",,,18.64,2.63,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/scalable-asphalt-company-in-ny/2311387/,,Scalable Asphalt Company in NY,"Suffolk County, NY","Scalable Asphalt Company in NY

LISTING ID # 36256

Established and highly scalable asphalt company servicing Suffolk and the East End area. The sale includes all equipment (except for one Mack truck with notes), an active phone number, numerous clients and contacts, and a full staff in place. All other equipment is fully paid off. This company is ideal for blending with other service, masonry, or construction companies. Financials are based on an 8-month work schedule. Seller support is available.","$595,000","$900,000
","$250,000","$200,000
",,27.78,2.38,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/auto-body-shop-for-sale-in-new-york/2311346/,,Auto Body Shop for Sale in New York,"Nassau County, NY","LISTING ID # 36604

For sale: a well-established, family-owned auto collision and auto body repair shop with 43 years of continuous service and an excellent reputation for high-quality work. Located on a prime high-traffic corner, the 10,000 sq. ft. facility services 25-30 cars per week and includes 4 offices, space for 22 cars indoors, a fenced storage area for 30 vehicles, a front lot for 18 cars, and additional nearby storage for 60 vehicles. Fully equipped with 2 lifts, 3 welding machines, 3 framing machines, a downdraft paint booth, and a paint mixing room, the shop is ready for seamless operations. With over $500,000 in equipment and inventory. Recent upgrades include a $150,000 Nassau County-approved fire suppression system. The seller, who is also the landlord, offers a new 10-year lease with a 5-year option and may consider selling the property. The hands-on owner is prepared to stay on for at least six months to ensure a smooth transition, and the experienced staff is committed to staying. Also included is a separate towing business with 4 high-end tow trucks and multiple contracts. Additional income opportunities include subletting workspace or offices. Owner financing is available for this turnkey business opportunity.","$2,400,000","$3,500,000","$500,000","$500,000",,14.29,4.8,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/lucrative-pharmacy-for-sale-in-new-york/2311258/,,Lucrative Pharmacy for Sale in New York,"Manhattan County, NY","Lucrative Pharmacy for Sale in New York

LISTING ID # 36603

Discover a highly lucrative pharmacy opportunity in New York County, New York! Situated in a prime location, this well-established pharmacy is renowned for its knowledgeable and friendly owner and staff. For more information, contact the broker.","$800,000","$5,315,000
","$300,000",,,5.64,2.67,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/laundromat-for-sale-in-nassau-county/2311235/,,Laundromat for Sale in Nassau County,"Nassau County, NY","Laundromat for Sale in Nassau County

LISTING ID # 33724

This one of the best located laundromats, with brand new washers and dryers, is positioned on a very busy strip mall on Long Island. It has 31 washers and 54 dryers; size is 2800 sq. ft. Interior is awesome, and gives a great sense of appreciation and admiration. Rent is $5900, with a long lease. Just $350,000 is needed as a downpayment, and the seller helps get financing from a bank. The seller owns 5 laundromats in Brooklyn, and finds it physically hard to supervise this laundromat. A great opportunity for a new buyer to buy, with a little down payment and own it such a great laundromat.","$800,000","$420,000","$195,000","$900,000",,46.43,4.1,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/co-working-business-for-sale-in-new-york-county/2311224/,,Co-Working Business for Sale in New York County,"Manhattan County, NY","Co-Working Business for Sale in New York County

LISTING ID # 35713

Fantastic Co-Working and Virtual Office Business in a Prime Midtown Location with lots of light and views of the Empire State Building. High Margin! This is a truly unique business that is thriving due to the normalization of hybrid office work. They offer both virtual office and on demand work spaces. In addition, they have a global network of workspace partners with nearly 50 partners - from Bangkok to Thailand and across 15 states in the US alone. They offer competitive pricing, a prestigious address, an easily accessible midtown location, a profitable, subscriber-based business model, private offices, meeting & conference rooms, workshop, retreat & training, showrooms, pop-up stores, photo & film shoots. For virtual clients they offer a prestigious street address & mail receipt, mail scanning, notification & forwarding, admin support & phone answering, an online directory listing and much more. The business has seen year over year growth since 2020 with 2021 sales of $458,591, 2022 sales of $501,871, 2023 sales of $517,067 and 2024 sales trending over $536K. The trailing 12 months owner’s cash flow was $255,450.00. Their lease was recently extended by an additional five years with a rent of $7,500/mth for a 2000sf space, and this can be additionally extended for a well-qualified buyer. We are seeking a serious and financially qualified buyer with at least $500K in liquid funds. Although there are 3 full-time employees, the ideal buyer would be full-time owner-operator with management experience. There will be a thorough training and transition period from the current owner. Proof of liquid funds will be requested prior to any buyer-seller phone calls or meetings.","$766,000","$536,796
","$255,450",,,47.59,3,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/thriving-mexican-restaurant-for-sale-in-new-york/2311188/,,Thriving Mexican Restaurant for Sale in New York,"Putnam County, NY","Thriving Mexican Restaurant for Sale in New York

LISTING ID # 36391

Available for sale in Putnam County, New York, is a well-established and successful Mexican restaurant. Situated on a busy main road, the restaurant enjoys high visibility and a steady stream of customers. It features a bar area that seats 20 and a dining room with a capacity for 95 guests. Don't miss this excellent opportunity! For more information, please contact the broker.","$180,000","$600,000","$100,000","$50,000",,16.67,1.8,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/wine-and-liquor-store-in-new-york/2311184/,,Wine & Liquor Store in New York,"Westchester County, NY","Wine & Liquor Store in New York

LISTING ID # 36055

Welcome to our liquor and wine store, an unparalleled opportunity in America's safest town for three consecutive years. This exclusive establishment stands alone in the market, free from competition and nestled amidst the most coveted demographic imaginable. Specializing in only the finest, ultra-premium brands, we cater to an elite clientele, offering an experience of luxury and sophistication. What sets this liquor and wine store apart is its state-of-the-art, fully automated system. This cutting-edge feature ensures seamless operation and efficiency, making it an attractive investment. Moreover, our store boasts the most advanced temperature-controlled storage facilities currently available in the market, preserving the quality and integrity of our exquisite collection. This attention to detail is a testament to our commitment to excellence. The recent comprehensive renovation of our premises ensures a smooth transition for the new owner, with every aspect thoughtfully designed to enhance the customer experience and operational ease. This turnkey solution is ready for you to step in and continue the legacy of luxury and success. This liquor and wine store is not just a store; it's a statement. It's an opportunity to own a piece of exclusivity, to be part of a select group that values the finer things in life. Don't miss your chance to invest in this rare gem, where luxury, convenience, and profitability meet.","$2,495,000","$1,800,000","$635,000","$565,000",,35.28,3.93,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/wine-and-liquor-store-in-new-york/2310917/,,Wine and Liquor Store in New York,"Kings County, NY","Wine and Liquor Store in New York

LISTING ID # 30404

Fully renovated and meticulously maintained, this thriving wine and liquor store located in Kings County, NY, boasts 11 years of successful operation. Offering a sleek and modern interior equipped with brand-new refrigeration units, central air conditioning, heating systems, and a cutting-edge POS system, this establishment caters to both connoisseurs and casual enthusiasts alike. With a sales distribution of 60% wine and 40% spirits, supplemented by a lucrative lottery commission generating $20k annually, this store capitalizes on its prime location within a high-traffic, affluent neighborhood. Managed by two partners, one of whom is dedicated full-time, the business ensures seamless operations with the added security of a comprehensive security system and high-quality sound system. The landlord is amenable to negotiating a new 5-year lease with a 5-year option, providing stability and opportunity for growth. Furthermore, the option to purchase inventory at a reduced rate offers flexibility for prospective buyers. Positioned within an exceptionally sought-after locale, this opportunity presents undeniable potential for a savvy investor. Serious inquiries require proof of funds totaling at least $500k for a confidential discussion with the owner.","$650,000","$1,129,908","$260,000","$100,000",,23.01,2.5,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/convenience-store-for-sale-in-new-york/2310808/,,Convenience Store for Sale in New York,"Nassau County, NY","Convenience Store for Sale in New York

LISTING ID # 36583

Attenti well-established convenience store that has been serving the community since 1989., the store offers a diverse range of products, including grocery items, fresh flowers, and lottery services. Situated on a bustling road, this business benefits from high foot traffic and excellent visibility, making it a convenient stop for local residents and commuters. The store is a licensed lottery retailer, offering popular games such as Quick Draw, and provides a wide array of products that cater to various customer needs. With over three decades in business, The business has built a solid reputation for quality service within the local community. The business generates a steady cash flow with potential for growth. Opportunities to expand include introducing new product lines, enhancing marketing strategies, and broadening customer engagement. These initiatives can drive increased revenue and establish the store as a regional destination for convenience shopping. The current owner is seeking to sell the business due to personal reasons, presenting a unique opportunity for a new proprietor to take over a well-established and profitable enterprise.","$220,000","$438,000","$120,000","$20,000",,27.4,1.83,,,,Zeeshan
https://www.bizbuysell.com/Business-Opportunity/83-recurring-revenue-in-saas-and-service-revenue-100-organic-growth/2310798/,,83% Recurring Revenue in SaaS & Service revenue 100% Organic Growth,"Manhattan, NY","22 Year History Proprietary Technology Recurring Revenue Dominance

A highly profitable hybrid SaaS and services business. Operating for over 22 years, this business has established itself as a leader in a niche luxury market, delivering proprietary technology solutions and high-margin services to a loyal client base.

The company has achieved remarkable financial performance, generating $931,865 in total revenue and $731,096 in Seller’s Discretionary Earnings (SDE) over the trailing twelve months (TTM). Incredibly, 83% of SDE is derived from recurring sources, ensuring predictable and stable cash flow.","$8,000,000","$931,065","$731,096",,,78.52,10.94,,,,Zeeshan
